r1,r2,r3,r4,r5,r6,r7,r8,x9,r10,r11,r12,x13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,x26,x27,r28,r29,r30,r31,r32,r33,x34,x35,x36,r37,r38,x39,r40
7.29216417539199,1.79563718466007,-7.83159429913019,-6.42957874849817,6.05409087064284,12.1060458064203,10.596631591935,1.79504221042022,2.74148744151209,2.60777322111342,7.13099221071388,-3.2963808757522,-1.81026607030407,0.442068733648418,-0.413504616570941,-2.3060049220301,15.929123078073,4.37921186539828,-0.730972031663815,3.7717072345431,-5.10059889907903,-4.74905664139179,1.92620151557425,9.83233960189379,7.52178794693146,13.0643547573477,0.573224583447014,8.99679116281427,12.0013644778853,2.45242236562577,11.9068819649215,0.937678903257416,8.92171703596666,-2.23968276871066,-16.3071536735762,-1.84655844581558,11.1025707577932,1.43568132603371,-0.535123713497744,16.3932741717543
1.31439450668787,-33.9704176951183,8.9842262681751,17.8370027334264,2.39636679794389,0.743017453262338,-1.64385479214088,6.9627417497347,-19.8005699395187,5.18498624441503,27.3204543077779,5.11136002445928,2.75829897020256,22.0385226355581,6.05634271726478,4.64610349930582,18.7884959232227,-1.87016870895598,9.13240865429456,-6.74125427687859,8.65342601481948,7.76159506944771,1.79069794816916,1.74166818300368,-8.81585965958526,9.6988535281053,1.41570802998806,-22.7508459029729,13.2402184659582,-7.43334006135003,7.71714716345909,4.61618658001297,5.36633134779698,1.05712144143071,-1.11502743452243,-2.26796169696978,7.893977174286,1.66151618328192,-1.78234912182733,22.9813302111756
14.5404035574401,16.7910722342758,-3.47018968569706,8.88767820908302,-2.46285466001313,7.83552889125669,5.75755320887134,-14.6223083080838,-1.9297218601366,6.1155720720936,5.51507689212947,14.029937861741,-0.285950091329897,16.4760569305963,1.63682955534948,29.2496944969269,36.4048137829338,-17.4852644897276,14.8295092352508,21.4935063498245,-16.4580578892814,1.44288391148233,3.23334204769381,-1.26723351665329,-9.68612813291774,11.2674023648777,-2.28616942203574,13.2929779644265,-3.82822910139436,13.8245514528748,1.50618512142706,18.2527988471758,-4.65634303359345,-2.83366870814995,5.59197108824234,-4.20524537796754,6.2413823888047,7.21920309333824,-19.6954845465539,20.8222249029713
-3.0622789133389,-10.7562019219725,3.03397437846997,16.2408871364056,4.99212788852397,-14.7252095066595,10.4892788868767,-15.0929166380784,-2.53194771814606,5.2073563350939,9.18888426988337,3.33721337810182,-1.89759577995654,0.217404758628041,2.21650844571943,-7.9692528048116,-10.0214384071736,-15.6636846242001,20.7681017483569,24.7822995717447,10.3878631785862,25.5767549371917,12.6287567843433,3.62257555210337,2.38423872179039,10.5549102121862,-2.2353782880168,4.35207000281923,-6.57146436071984,8.76550698948105,8.6524996973311,-6.07473207072428,0.983613713740019,-5.61063880878656,4.75100091121826,-0.993457888218116,15.6983680644312,3.38262252866652,-16.749548561767,8.35264403299666
9.93802279237428,-10.6105716093605,20.662358290837,6.89409412853469,-0.960829206325942,11.0752909558221,10.2109457540147,1.52361459258563,5.76304609567967,-2.12521098370159,6.2413887031914,8.30640975254365,4.93313776352253,12.1429432315075,3.740594498048,-7.7219248634241,2.89911705067712,36.7947127784139,-13.6249838331072,-18.666760437271,3.44627905780554,1.32938347108336,9.62316981471761,-2.06986358682035,2.29385986296717,5.58177166385471,1.51890500782437,-12.6649971799006,8.66558838714058,3.2819123099963,13.1128975505242,9.22705378970776,-4.08375179442786,0.121792528919734,6.57227939010169,5.47371052095195,-0.0161678512500298,4.21614250210205,1.24703766595368,4.7620703677862
-7.6207436546378,-2.84435721150175,4.97392151469148,24.2014534267898,15.2654932235502,-20.3851865295851,7.48771738431027,0.960378520036009,-4.76136349763913,6.54938054407167,2.89988485210455,3.13682804573043,-15.5128514775308,13.1806154110917,2.35752829431123,0.213238213025462,6.99016959467724,13.8342508969951,-18.4203086113625,-2.55088443561082,0.0371729640764276,8.89343178518498,2.23333872326004,-7.21128148346255,-12.266932026181,13.7245529194697,1.40194816006258,6.90977666352707,3.48166159416628,2.14623707100969,8.69121932877051,-2.04143109926708,-2.1798810740366,-4.50585866342739,10.6148169910481,-6.18234867417054,6.29501072751999,4.80679082931901,-0.375079594566696,-6.55114403739323
27.6077676087904,-6.35728602789208,6.75579552932726,23.864778547513,-1.41452147435303,-7.90825259242809,2.76556880071721,3.3319284335185,-1.87150070583891,-8.93822201387794,5.99747803085264,5.70790218480476,-2.93271891352029,10.1637945545699,0.948217395466478,12.1951265107818,17.6903453773151,1.88854892724787,1.26200123805122,12.9224678111252,-4.30718561971422,11.44152154569,5.05550993220505,-4.29824048749827,-14.9825206585948,13.8495445471565,-21.0289020707686,-6.82555803302684,2.8924853495649,11.7558830079533,18.5817926008584,-4.90848322004539,7.69601578364758,-6.78398916055034,1.58950327247709,-6.84600053175397,-1.22539043208417,2.65907348156556,-1.62248683638359,-10.0924751486362
10.164179579682,-7.95741306772382,11.6317703507486,-6.69828874093291,16.6977000545368,16.8982885721471,13.3611699517138,0.85274184199849,13.0160333697952,-3.75184835183623,9.25465829719031,-7.09217846249952,17.8188505743965,13.7570605895433,4.08890296019321,4.09940468723977,-4.04807914792148,5.3264221020254,1.78013675280102,-25.9007116235456,12.9927568472484,-3.06775397311799,-13.4735364246185,-9.28549990213569,4.89123880403256,30.1388066695325,2.98301780629552,2.58141401591078,-6.42156840988054,18.748245163322,-0.0238842319784354,3.75040043938579,2.4989923950608,6.55249624942815,17.6564118191433,14.4777400750935,19.9957894597983,-2.93924065944751,-2.36989212842152,20.4638148381289
-0.106303763284869,26.8248516092747,24.183083854804,31.2117431151754,12.4539318274475,2.05365577292631,18.4688408453734,4.54705227697082,2.59355494929455,16.1005879989246,14.1710618240999,19.9179431133419,2.12894282945204,20.5308928011268,10.8339488401735,10.3030940250243,-2.51907154409876,5.12210098740425,19.8394410020872,1.7009614102185,9.73531244587723,-2.25992407075239,26.1620040022654,8.51600542617858,18.5651073161135,12.8439935126221,3.45110161957907,15.0474429593807,4.80737054896961,4.51800209996806,-1.53520644913802,16.0172018029296,13.8684309208259,1.70453937179928,3.99561104963863,-13.033911102496,-7.93918487969762,13.9773800291529,6.68909022412524,8.04042705705029
-3.03105726511261,22.3938772768547,20.4707631301498,7.28820717670003,0.896787026651188,10.7872549627254,24.817114954674,14.6271701244134,-0.185856662420017,-5.02285226250273,-1.91445259326333,12.3735788691917,3.37744943599246,7.67927621544531,9.36712912583827,8.16917337384569,8.4748121195039,22.527815115796,2.89683610817983,7.85999747933659,4.49486360216751,3.47918740620158,8.77417282588552,13.6111266728132,14.2533642981812,11.8135587391775,-0.29722469307654,-25.2552957910972,11.7737947662421,21.8218725343691,19.2970026698447,-5.83477195532059,8.54107112824801,0.877482541049417,-0.966119120000837,-18.5472525770241,12.7245436339979,23.7770739283114,4.84292998440574,3.92442290995369
